nm9396940,Julius Liukkonen,Julius Liukkonen,,"Julius Liukkonen is an actor, known for Veljeni vartija (2018) and Kaikki vastaan 1 (2017).",,,,,,,,,0,0,0,0
nm9396941,Niklas Liukkonen,Niklas Liukkonen,,"Niklas Liukkonen is an actor, known for Veljeni vartija (2018) and Kaikki vastaan 1 (2017).",,,,,,,,,0,0,0,0
nm9397304,Sangeetha Bhat,Sangeetha Bhat,,"Sangeetha Bhat is an actress, known for Anukta (2018), Alidu Ulidavaru (2019) and Fan (2019).",,,,,,,,,0,0,0,0
nm9397408,Susan Mackie,Susan Mackie,,,,,,,,,,,0,0,0,0
nm9397409,Chloé Shard,Chloé Shard,,,,,,,,,,,0,0,0,0
nm9397414,Yz Carbonell,Yz Carbonell,,,,,,,,,,,0,0,0,0
nm9397487,Mas Gun Goenrock,Mas Gun Goenrock,,,,,,,,,,,0,0,0,0
nm9397815,Saiju S.S.,Saiju S.S.,,"Saiju S.S. was born on January 21, 1981 in Kozhikode, Kerala, India. He is an assistant director and director, known for Ira (2018), Mallu Singh (2012) and Sound Thoma (2013).","January 21, 1981 in Kozhikode, Kerala, India",1981-01-21,"Kozhikode, Kerala, India",,,,,,0,0,0,0
nm9397981,Naveen John,Naveen John,,,,,,,,,,,0,0,0,0
nm9398798,Rikiishi Ko,Rikiishi Ko,,"Rikiishi Ko is an actor, known for Tie chao ren (1975).",,,,,,,,,0,0,0,0
nm9398863,Vladimir Danay,Vladimir Danay,,"Vladimir Danay is an actor, known for Zhizn vperedi (2017), The Iron Mask (2019) and Geniy (2019).",,,,,,,,,0,0,0,0
nm9398864,Yuliya Chiplieva,Yuliya Chiplieva,,"Yuliya Chiplieva is an actress, known for Zhizn vperedi (2017) and Koroleva krasoty (2015).",,,,,,,,,0,0,0,0
nm9398866,Anna Trifonova,Anna Trifonova,,,,,,,,,,,0,0,0,0
nm9399543,Mahendra Singh Rawat,Mahendra Singh Rawat,,"Mahendra Singh Rawat is an actor, known for Devil (Maupassant's Le Diable) (2019) and Aadamkhor (2018).",,,,,,,,,0,0,0,0
nm9399544,Tarun Kumar Wahi,Tarun Kumar Wahi,,,,,,,,,,,0,0,0,0
nm9399631,Bekir Behrem,Bekir Behrem,,"Bekir Behrem is an actor, known for Söz (2017), Gelincik (2020) and Arka Sokaklar (2006).",,,,,,,,,0,0,0,0
nm9399636,Paul Young,Paul Young,,,,,,,,,,,0,0,0,0
nm9399796,Ayberk Cinar,Ayberk Cinar,,,,,,,,,,,0,0,0,0
nm9400059,Dan Collins,Dan Collins,,"Dan Collins is an actor, known for Top End Wedding (2019) and Sadistic Love (2009).",,,,,,,,,0,0,0,0
nm9400498,Chris Tobin,Chris Tobin,,"Chris Tobin is a writer/producer from Northborough, MA. Tobin is best known for writing and co-producing the feature film Gutterbug (2019). Filmed in Allston, MA, Gutterbug premiered in 2019 at the Independent Film Festival Boston, and has screened at festivals across the country, winning the Grand Jury Award for Best Narrative Feature at Dances With Films in Los Angeles and Woods Hole Film Festival in Massachusetts. Tobin is passionate about writing gritty and dramatic screenplays that reveal the underbelly of society, portraying social issues that the common person would rather not address directly. He illustrates the human experiences of those typically viewed as subhuman and contaminated, such as a homeless crust punk, or a teenage prostitute, as in his second developed screenplay Jodye (pre-production). His undergraduate degree in sociology and master's degree in special education provide a unique lens in which Tobin views the world. In addition to his passion for writing and producing full-length dramas, Tobin is the creative mind and writer behind a number of short films, often crossing genres into dark comedy.",,,,,,,,,0,0,0,0
nm9400700,Yan Dongxu,Yan Dongxu,,,,,,,,,,,0,0,0,0
nm9400701,Junce Ye,Junce Ye,,,,,,,,,,,0,0,0,0
nm9400702,Yang Zhixue,Yang Zhixue,,,,,,,,,,,0,0,0,0
nm9400914,Aimé Claeys,Aimé Claeys,,"Aimé Claeys is an actor, known for Wij (2018) and I dodici giurati (2019).",,,,,,,,,0,0,0,0
nm9401051,Sudipta Majumder,Sudipta Majumder,,,,,,,,,,,0,0,0,0
nm9401998,Chayanit Chansangavej,Chayanit Chansangavej,,"Chayanit Chansangavej is an actress, known for Someone from Nowhere (2017), The Stranded (2019) and Zai jian, zai ye bu jian (2016).",,,,,,,,,0,0,0,0
nm9401999,Peerapol Kijreunpiromsuk,Peerapol Kijreunpiromsuk,,"Peerapol Kijreunpiromsuk is an actor, known for Someone from Nowhere (2017) and Singsu (2018).",,,,,,,,,0,0,0,0
nm9402056,Dariush Peyro,Dariush Peyro,,,,,,,,,,,0,0,0,0
nm9402268,Elaheh Bakhshi,Elaheh Bakhshi,,"Elaheh Bakhshi is an actress, known for Invasion (2017) and Oneness (2018).",,,,,,,,,0,0,0,0
nm9402467,AJ Blackwell,AJ Blackwell,177,"AJ Blackwell is known for his work on The Gardener, Don't Speak (2020) and HellKat.",,,,,,,,,0,0,0,0
nm9403055,Meranda Long,Meranda Long,160,"Meranda Long is an actress, known for Fall City (2018), Survival Skills (2020) and The Last Laugh (2020).",,,,,,,,,0,0,0,0
nm9403056,Paul Hobson,Paul Hobson,,"Paul Hobson is an actor, known for Fall City (2018).",,,,,,,,,0,0,0,0
nm9403124,Kendra Buck,Kendra Buck,,,,,,,,,,,0,0,0,0
nm9403531,Omar Ayman Altounji,Omar Ayman Altounji,,"Omar Ayman Altounji is an actor, known for Sheikh Jackson (2017) and War Sweet Home (2017).",,,,,,,,,0,0,0,0
nm9404102,Takeshi Nishiyama,Takeshi Nishiyama,,,,,,,,,,,0,0,0,0
nm9404103,Rikyu Ohata,Rikyu Ohata,,,,,,,,,,,0,0,0,0
nm9404182,Kaiming Xu,Kaiming Xu,,,,,,,,,,,0,0,0,0
nm9404186,Shimin Zhou,Shimin Zhou,,,,,,,,,,,0,0,0,0
nm9404271,Wei Gu,Wei Gu,,,,,,,,,,,0,0,0,0
nm9404432,Shixiang Sun,Shixiang Sun,,,,,,,,,,,0,0,0,0
nm9404433,Ji Geng,Ji Geng,,,,,,,,,,,0,0,0,0
nm9404437,Haijiang Li,Haijiang Li,,,,,,,,,,,0,0,0,0
nm9404445,Xiang Li,Xiang Li,,,,,,,,,,,0,0,0,0
nm9404998,Joseph Carter,Joseph Carter,,,,,,,,,,,0,0,0,0
nm9405349,Salima Raza,Salima Raza,,"Salima Raza is an actress, known for Phillauri (2017) and Ram Singh Charlie (2020).",,,,,,,,,0,0,0,0
nm9405682,Farahnaz Naderi,Farahnaz Naderi,,,,,,,,,,,0,0,0,0
nm9405766,Rakesh Thakar Raka,Rakesh Thakar Raka,,,,,,,,,,,0,0,0,0
nm9405844,Ziba Moosavi,Ziba Moosavi,,,,,,,,,,,0,0,0,0
nm9406059,Peter Sedufia,Peter Sedufia,,"Peter Sedufia is a director and writer, known for Keteke (2017), Sidechic Gang (2018) and Aloevera (2020).",,,,,,,,,0,0,0,0
nm9406064,Edwin Acquah,Edwin Acquah,,"Edwin Acquah is an actor, known for Keteke (2017).",,,,,,,,,0,0,0,0
nm9406065,Worlasi,Worlasi,,"Worlasi is a composer, known for Aloevera (2020), Keteke (2017) and Contradict (2020).",,,,,,,,,0,0,0,0
nm9406066,Kelly Doe,Kelly Doe,,,,,,,,,,,0,0,0,0
nm9406067,Manaa Abdallah,Manaa Abdallah,,,,,,,,,,,0,0,0,0
nm9406221,Christer Levin,Christer Levin,,"Christer Levin is an actor, known for Toppen av ingenting (2018) and Home Care (2019).",,,,,,,,,0,0,0,0
nm9406222,Christian Saldert,Christian Saldert,,"Christian Saldert is an actor, known for Toppen av ingenting (2018).",,,,,,,,,0,0,0,0
nm9406465,Michelle Wehbe,Michelle Wehbe,,Michelle Wehbe is known for her work on Yara (2018).,,,,,,,,,0,0,0,0
nm9406466,Mary Alkady,Mary Alkady,,"Mary Alkady is an actress, known for Yara (2018).",,,,,,,,,0,0,0,0
nm9406467,Elias Alkady,Elias Alkady,,Elias Alkady is known for his work on Yara (2018).,,,,,,,,,0,0,0,0
nm9406468,Charbel Alkady,Charbel Alkady,,"Charbel Alkady is an actor, known for Yara (2018).",,,,,,,,,0,0,0,0
nm9406589,Sofinar,Sofinar,,"Sofinar is an actress, known for Eyal Hirrifah (2015), Enta Habibi We Bas (2019) and Hayati Mebahdelah (2015).",,,,,,,,,0,0,0,0
nm9407023,Mike Silvero,Mike Silvero,,,,,,,,,,,0,0,0,0
nm9407220,Qiunan Lin,Qiunan Lin,,"Qiunan Lin is an actor, known for Fei lung gwoh gong (2020), Dai si hing (2018) and Long quan xiao zi (2016).",,,,,,,,,0,0,0,0
nm9407438,Kim Almacen,Kim Almacen,,"Kim Almacen is an actress, known for Justice League: Dawn of Apokolips (2017) and Dreamland (2017).",,,,,,,,,0,0,0,0
nm9407716,Min Wei,Min Wei,,,,,,,,,,,0,0,0,0
nm9408069,Hyacinth Wijeratne,Hyacinth Wijeratne,,"Hyacinth Wijeratne is an actress, known for Suparna (2020), Tharaka Mal (2007) and Ho Gana Pokuna (2015).",,,,,,,,,0,0,0,0
nm9408279,Mohamed Hegazy,Mohamed Salama Mohamed Hegazy,194,"He was a Creative Director in advertising agency bringing the box inside out, some times take little bites of it when he is hungry for new ideas, his passion for new ideas make him looking every where flipping every rock searching in deepest oceans and over the coco's nests just to get what he wants, and he'll never stop till he got it. very handy guy, adaptable, full of resources and surprises, not a quitter and energetic.Passion for acting and directing starts while he was at Fine Arts collage, acted some of plays or write and direct some, then he joins Khaled Galal's workshop for acting and directing at Cairo, Egypt. worked over the the middle east, and have a great knowledge in the Film making and the industry .","December 21, 1977 in Alexandria, Egypt",1977-12-21,"Alexandria, Egypt",,,,,,0,0,0,0
nm9408794,Zain Khan Durrani,Zain Khan Durrani,,"Zain Khan Durrani is an actor, known for Shikara (2020) and Kuchh Bheege Alfaaz (2018).",,,,,,,,,0,0,0,0
nm9409020,Ankush Kulal,Ankush Kulal,,,,,,,,,,,0,0,0,0
nm9409021,Simon Bathula,Simon Bathula,,,,,,,,,,,0,0,0,0
nm9409141,Alejandro Cabral,Alejandro Cabral,,,,,,,,,,,0,0,0,0
nm9409163,Vitor Colares,Vitor Colares,,"Vitor Colares is an actor and composer, known for Inferninho (2018), O Último Trago (2016) and Currais (2019).",,,,,,,,,0,0,0,0
nm9409667,Jack Foley,Jack Foley,,"Jack Foley is an actor, known for Fugue (2018), Wayne (2019) and Here's Ginger! (2018).",,,,,,,,,0,0,0,0
nm9409743,Yang Li,Yang Li,,"Yang Li is an actor, known for Huang cun gong yu (2010), Jian dan, Ai (2015) and San cheng ji (2015).",,,,,,,,,0,0,0,0
nm9410160,Juan Shen,Juan Shen,,,,,,,,,,,0,0,0,0
nm9410161,Xiaodan Guo,Xiaodan Guo,,,,,,,,,,,0,0,0,0
nm9410162,Xuyang Leng,Xuyang Leng,,,,,,,,,,,0,0,0,0
nm9410498,Sira Alonso,Sira Alonso,,"Sira Alonso is an actress, known for Quando gli angeli dormono (2018).",,,,,,,,,0,0,0,0
nm9410857,Gustavo Rosseb,Gustavo Rosseb,,"Gustavo Rosseb is a writer and actor, known for O Segredo de Davi (2018) and O ir e vir das coisas (2018).",,,,,,,,,0,0,0,0
nm9410880,Adi Naarayana,Adi Naarayana,,,,,,,,,,,0,0,0,0
nm9411197,Qiliang Zhou,Qiliang Zhou,,,,,,,,,,,0,0,0,0
nm9411915,Sung-Cheol Kim,Sung-Cheol Kim,,"Sung-Cheol Kim is an actor, known for Jangsa-ri 9.15 (2019), Seulgirowun Gamppangsaenghwal (2017) and Seochi aut (2020).",,,,,,,,,0,0,0,0
nm9412189,Swapna Waghmare Joshi,Swapna Waghmare Joshi,,,,,,,,,,,0,0,0,0
nm9412416,Sam Sykes,Sam Sykes,,"Sam Sykes is a writer and producer, known for You Might Be the Killer (2018) and Continue? (2009).",,,,,,,,,0,0,0,0
nm9412750,Kitty,Kitty,,"Kitty is an actor, known for Aramm (2017).",,,,,,,,,0,0,0,0
nm9413181,Teuku Ryzki,Teuku Ryzki,,"Teuku Ryzki is an actor, known for Ada Cinta Di SMA (2016), Surat Cinta Untuk Starla the Movie (2017) and Habibie & Ainun 3 (2019).",,,,,,,,,0,0,0,0
nm9413209,Arya Vasco,Arya Vasco,,"Arya Vasco is an actor, known for Menunggu Pagi (2018), My Generation (2017) and Sebelum Iblis Menjemput: Ayat Dua (2020).",,,,,,,,,0,0,0,0
nm9413264,Bhani Singh,Bhani Singh,,"Bhani Singh is an actress, known for Tera Intezaar (2017) and Your Honor (2020).",,,,,,,,,0,0,0,0
nm9413385,Neet Chowdhary,Neet Chowdhary,,"Neet Chowdhary is an actress, known for Paharganj (2019).",,,,,,,,,0,0,0,0
nm9413392,Dheeraj Virmani,Dheeraj Virmani,,Dheeraj Virmani is known for his work on The Phone Call (2018) and Paharganj (2019).,,,,,,,,,0,0,0,0
nm9413393,Prakash Bhagat,Prakash Bhagat,,,,,,,,,,,0,0,0,0
nm9413454,Eemeli Masanen,Eemeli Masanen,,"Eemeli Masanen is an actor, known for Veljeni vartija (2018).",,,,,,,,,0,0,0,0
nm9413835,John Clark Packer,John Clark Packer,,"John Clark Packer is an actor, known for 4: GO (2017), Tres Leches and Christmas Cars (2019).",,,,,,,,,0,0,0,0
nm9413867,Marina Sochinskaya,Marina Sochinskaya,,,,,,,,,,,0,0,0,0
nm9414202,Krystof Kolácek,Krystof Kolácek,,"Krystof Kolácek is an actor, known for Vrat se do hrobu! (1990).",,,,,,,,,0,0,0,0
nm9414443,Emily Kicklighter,Emily Kicklighter,,"Emily Kicklighter is known for her work on 2nd Serve (2012), Men Go to Battle (2015) and #Trending (2018).",,,,,,,,,0,0,0,0
nm9414570,Devatharshini,Devatharshini,,"Devatharshini is an actress, known for Mersal (2017), Bigil (2019) and Capmaari (2019).",,,,,,,,,0,0,0,0
nm9415047,Kubra Sheikh Elyas,Kubra Sheikh Elyas,,"Kubra Sheikh Elyas is an actress, known for Love in Melbourne (2017) and Hawaa (2019).",,,,,,,,,0,0,0,0
nm9415169,Lorraine MA,Lorraine MA,,,,,,,,,,,0,0,0,0
nm9415179,Jinyang Li,Jinyang Li,,,,,,,,,,,0,0,0,0
nm9415555,Oto Brantevics,Oto Brantevics,,"Oto Brantevics is an actor, known for Dveselu putenis (2019).",,,,,,,,,0,0,0,0
nm9415988,Dennese Victoria,Dennese Victoria,,,,,,,,,,,0,0,0,0
nm9416286,Georgiy Fetisov,Georgiy Fetisov,,"Georgiy Fetisov is an actor, known for Monakh i bes (2016) and Demon revolyutsii (2017).",,,,,,,,,0,0,0,0
nm9416365,Artur Astvatsatryan,Artur Astvatsatryan,,,,,,,,,,,0,0,0,0
nm9416603,Olivia Buckle,Olivia Buckle,175,"Olivia Buckle is known for her work on Wonder Woman (2017), Lies For Rent (2020) and City of Trees (2019).",,,,,,,,,0,0,0,0
nm9416658,Don Bennechi,Don Bennechi,182,"Don Bennechi is an actor, composer and a singer, known for The Real Estate (2018). He can play a gangster, a criminal and even an underworld Don. He was asked what he liked about such roles, Don says that's his indescribable secret. He can also play a ""good guy"". Don went through quite a change. Most obviously visually - but mainly artistically. With a new depth and much rougher attitude.Don speaks English, French and Swedish.Carried by his distinct voice, he has also been recording music as a singer in a wide-range style, that encompasses everything from adult contemporary and classical crossovers to more modern alternative pop. Although he was born in Sweden, Don has got both Russian and French bloodlines in him.",,,,,,,,,0,0,0,0
nm9417739,Yusi Chen,Yusi Chen,,"Yusi Chen is an actress, known for I cacciatori di tesori - L'isola maledetta (2018), Lu guo wei lai (2017) and Shan guang shao nu (2017).",,,,,,,,,0,0,0,0
nm9418211,Pengli Situ,Pengli Situ,,,,,,,,,,,0,0,0,0
nm9418225,Qinger Liang,Qinger Liang,,,,,,,,,,,0,0,0,0
nm9418504,Sergey Chetverukhin,Sergey Chetverukhin,,,,,,,,,,,0,0,0,0
nm9418760,Ha-Young Lee,Ha-Young Lee,,,,,,,,,,,0,0,0,0
nm9419006,K. Kajunsky,K. Kajunsky,,,,,,,,,,,0,0,0,0
nm9419007,Ichida,Ichida,,,,,,,,,,,0,0,0,0
nm9419478,Anali Akbari,Anali Akbari,,,,,,,,,,,0,0,0,0
nm9419481,Akil Marceau,Akil Marceau,,,,,,,,,,,0,0,0,0
nm9419691,Gyeongchan Kim,Gyeongchan Kim,,"Gyeongchan Kim is an actor, known for Accept the Judgment in the Last Days and Be Raptured Before God: My Dream of the Heavenly Kingdom (2017), Break the Shackles and Run (2016) and Who Is He That Has Returned (2016).",,,,,,,,,0,0,0,0
nm9419697,Bin Kim,Bin Kim,,"Bin Kim is an actor, known for Break the Shackles and Run (2016) and Who Is He That Has Returned (2016).",,,,,,,,,0,0,0,0
nm9419766,Alexis Irvine,Alexis Irvine,,,,,,,,,,,0,0,0,0
nm9419812,John D. Farmer,John D. Farmer,,"John D. Farmer is an award winning director and is known for his work on Attollo (2018) and Quaestio (2018). In addition to his work on independent films, he has also been in the music and entertainment industry for almost a decade, having founded several independent and local radio stations in 2008. He is the president and founder of Utah Musicians (utahmusicians.net), Banding Together Utah, American Musicians Radio and Australian Musicians Radio (AMR.fm) and Global Musicians Radio (GMR.fm). Global Musicians Radio helps to promote independent music from around the world, and it currently hosts music from 32 countries.In July of 2018, Mr. Farmer won multiple awards at the 48 Hour Film OUT Festival for Quaestio (2018): Audience Choice Award and Best Use of Prop Award.Currently, he is co-writing two feature-length screenplays and will begin principle photography for City of Salt (2019) in the winter of 2019.",,,,,,,,,0,0,0,0
nm9419916,Sejdo Alijaj,Sejdo Alijaj,,"Sejdo Alijaj is an actor, known for The Books of Knjige: Slucajevi Pravde (2017) and Svi cemo se jednog dana kopat' u Evropu (2019).",,,,,,,,,0,0,0,0
nm9419917,Ljubo Kalicanin,Ljubo Kalicanin,,"Ljubo Kalicanin is an actor, known for The Books of Knjige: Slucajevi Pravde (2017).",,,,,,,,,0,0,0,0
nm9419929,Dragan Tasovac,Dragan Tasovac,,,,,,,,,,,0,0,0,0
nm9420116,Yang Gao,Yang Gao,,"Yang Gao is an actor and editor, known for Child, Come Back Home (2017).",,,,,,,,,0,0,0,0
nm9420266,Emilio Diaz,Emilio Diaz,,"Emilio Diaz is an actor, known for Escape from Cuba (2003).",,,,,,,,,0,0,0,0
nm9420481,Zhen Yan,Zhen Yan,,,,,,,,,,,0,0,0,0
nm9420689,Shahram Ekhlaspour,Shahram Ekhlaspour,,,,,,,,,,,0,0,0,0
nm9420714,Hae-Young Lee,Hae-Young Lee,,"Hae-Young Lee is an actor, known for Boiseu (2017), Gongjo (2017) and Bimilui Soop (2017).",,,,,,,,,0,0,0,0
nm9420752,Neeraj Pandey,Neeraj Pandey,,"Neeraj Pandey is an Indian screenwriter and lyricist. He graduated from University of Delhi, and after seven years of juggling between his job in the field of Animation and Gaming and his passion for writing, he eventually moved to Mumbai in 2015 and started his career as a dialog and additional screenplay writer for Zeeshan Ayyub and Seema Biswas starrer Sameer.",,,,,,,,,0,0,0,0
nm9421129,Sam H. Harris,Sam H. Harris,,,,,,,,,,,0,0,0,0
nm9421387,Meryl Craser,Meryl Craser,,"Meryl Craser is an actress, known for Carmina burana (1975).",,,,,,,,,0,0,0,0
nm9421419,Dan Yu,Dan Yu,,"Dan Yu is an actress and costume designer, known for Red Re-Education at Home: Christian Movie (2017) and Perilous Is the Road to the Heavenly Kingdom (2017).",,,,,,,,,0,0,0,0
nm9421638,Sangeetha Thadani,Sangeetha Thadani,,"Sangeetha Thadani is an actress, known for Eka Dawasaka Api (2018), Udumbara (2018) and Seema Na Akase (2017).",,,,,,,,,0,0,0,0
nm9421649,Jun Mayuzuki,Jun Mayuzuki,,,,,,,,,,,0,0,0,0
nm9421896,Rohan Perera,Rohan Perera,,,,,,,,,,,0,0,0,0
nm9421917,Anyang Oh,Anyang Oh,,,,,,,,,,,0,0,0,0
nm9421923,Hyeonu Min,Hyeonu Min,,,,,,,,,,,0,0,0,0
nm9422030,Petrit Çarkaxhiu,Petrit Çarkaxhiu,,,,,,,,,,,0,0,0,0
nm9422131,Bastian Emig,Bastian Emig,,,,,,,,,,,0,0,0,0
nm9422283,Weiran Meng,Weiran Meng,,,,,,,,,,,0,0,0,0
nm9422365,Jingyan Yao,Jingyan Yao,,,,,,,,,,,0,0,0,0
nm9422490,Zhiyuan Li,Zhiyuan Li,,"Zhiyuan Li is known for his work on Ironclad Proofs - Disclose the Mystery About the Bible (2015), Child, Come Back Home (2017) and Ironclad Proofs: Exploration of the 'Trinity' (2015).",,,,,,,,,0,0,0,0
nm9422830,Bo-Ling So,Bo-Ling So,,,,,,,,,,,0,0,0,0
nm9423085,Alex Myerchin,Alex Myerchin,,"Alex Myerchin is an actor and writer, known for Gayborhood (2017) and Pig Hag (2019).",,,,,,,,,0,0,0,0
nm9423092,Tony Jacksha,Tony Jacksha,,"Tony Jacksha is an actor, known for Pig Hag (2019), Gayborhood (2017) and Pimpin' Dick (2019).",,,,,,,,,0,0,0,0
nm9423101,Joe Probst,Joe Probst,,,,,,,,,,,0,0,0,0
nm9423116,Julius Cho,Julius Cho,,"Julius Cho is a Canadian TV actor, voice actor, writer, and producer, known for his role as Magnus Black on Netflix's Bakugan Battle Planet (2019)Julius studied Shakespeare acting at the University of Windsor and received his Bachelor of Fine Arts before moving back to Toronto to continue his professional acting career. He has since been working on TV and cartoons such as CW's In The Dark (2019), Paw Patrol: Ready Set Rescue (2019), D.N.Ace (2019), and CBC Gem's People Watching (2018)Julius trains extensively in fight training and ballroom dancing",,,,,,,,,0,0,0,0
nm9423336,Ben Logan,Ben Logan,,"Ben Logan is an actor, known for Ah Boys to Men 4 (2017).",,,,,,,,,0,0,0,0
nm9423645,Zhi Gao,Zhi Gao,,,,,,,,,,,0,0,0,0
nm9423767,Wen-Kai Shen,Wen-Kai Shen,,"Wen-Kai Shen is an actor and writer, known for Take Me to the Moon (2017), The Fearless (2019) and The M Riders: Finding Pangu (2016).",,,,,,,,,0,0,0,0
nm9423864,Yang Liu,Yang Liu,,"Yang Liu is an actor and editor, known for New Heaven and New Earth (2017), Xiaozhen's Story (2016) and From the Throne Flows the Water of Life (2016).",,,,,,,,,0,0,0,0
nm9424195,Terry Nardozzi,Terry Nardozzi,,,,,,,,,,,0,0,0,0
nm9424800,Phaim Bhuiyan,Phaim Bhuiyan,,"Phaim Bhuiyan is a director and writer, known for Bangla (2019), Yoroi (2017) and La profezia dell'armadillo (2018).",,,,,,,,,0,0,0,0
nm9424822,Dario Lanzellotti,Dario Lanzellotti,,,,,,,,,,,0,0,0,0
nm9425768,Loganathan Prasad,Loganathan Prasad,,,,,,,,,,,0,0,0,0
nm9425769,Janaki Soundar,Janaki Soundar,,,,,,,,,,,0,0,0,0
nm9426285,Hyeon-jeong Kim,Hyeon-jeong Kim,,,,,,,,,,,0,0,0,0
nm9426390,Xiao Cheng,Xiao Cheng,,"Xiao Cheng is an actor, known for New Heaven and New Earth (2017).",,,,,,,,,0,0,0,0
nm9426642,Khian Bartlett,Khian Bartlett,,,,,,,,,,,0,0,0,0
nm9426686,Umi Perkins,Umi Perkins,,,,,,,,,,,0,0,0,0
nm9426784,Specialist,Specialist,,"Specialist is a writer, known for Ghostbox Cowboy (2018).",,,,,,,,,0,0,0,0
nm9426818,Çagdas Dinç,Çagdas Dinç,,,,,,,,,,,0,0,0,0
nm9426819,Arel Koray Nalbant,Arel Koray Nalbant,,,,,,,,,,,0,0,0,0
nm9426835,Selçuk Abay,Selçuk Abay,,,,,,,,,,,0,0,0,0
nm9426836,Tolga Tümözen,Tolga Tümözen,,,,,,,,,,,0,0,0,0
nm9426899,Thuptan Gelek,Thuptan Gelek,,"Thuptan Gelek is an actor, known for Road to Ladakh (2003).",,,,,,,,,0,0,0,0
nm9426903,Rimpoche Dorje,Rimpoche Dorje,,"Rimpoche Dorje is an actor, known for Road to Ladakh (2003).",,,,,,,,,0,0,0,0
nm9426904,Deepak,Deepak,,"Deepak is an actor, known for Road to Ladakh (2003).",,,,,,,,,0,0,0,0
nm9426927,You Dong Joung,You Dong Joung,,,,,,,,,,,0,0,0,0
nm9427099,Janhvi Kapoor,Janhvi Kapoor,160,"Janhvi Kapoor was born in 1997. She is an actress, known for Dhadak (2018), Gunjan Saxena: The Kargil Girl (2020) and Takht.",1997,1997,,,,,,,0,0,0,0
nm9427190,Usha Mulpuri,Usha Mulpuri,,,,,,,,,,,0,0,0,0
nm9427320,Violette Ailhaud,Violette Ailhaud,,,,,,,,,,,0,0,0,0
nm9427364,Guillermo Rosales,Guillermo Rosales,,,,,,,,,,,0,0,0,0
nm9427589,Géard Brissaud,Géard Brissaud,,,,,,,,,,,0,0,0,0
